Latin_Name,Common_Name,Family_Name,Plant_Type,Bloom_Time,Flower_Color,Size_at_Maturity,Climate_Appropriate_Plants,Plant_Communities,Suitable_Site_Conditions,Soil_Type,Pruning_Needs,Water_Needs,Habitat_Value,Associated_Wildlife,Stormwater_Benefit,Stormwater_int,Appropriate_Location,Additional_Characteristices_Notes
Melaleuca viminalis (Callistemon viminalis),Weeping Bottle Brush,Myrtaceae,Tree (evergreen),"Spring,Summer,Fall,Winter",Red,8.0,Exotic,,Sun,"Clay,Loam,Sand",,Low,"Cover,Nesting",,Yes,1.0,Garden,
Eucalyptus erythrocorys,Red-cap Gum,Myrtaceae,Tree (evergreen),"Spring,Summer,Fall,Winter","Red,Yellow",8.0,Exotic,,Sun,"Clay,Loam,Sand",,Low,"Cover,Nesting",,Yes,1.0,Garden,
Eriogonum parvifolium,Dune Buckwheat,Polygonaceae,Perennial,"Spring,Summer,Fall,Winter","Pink,White",1.0,CA Native,Coastal scrub,Sun,"Clay,Loam,Sand",,,,butterflies;bees,Yes,1.0,Garden;Roof,
Erigeron foliosus var. franciscensis,San Francisco Leafy Fleabane,Asteraceae,Perennial,"Summer,Fall",Pink,1.0,SF Native,"Chaparral,Coastal scrub,Grassland/prairie,Wetland,Woodland","Sun,Shade","Clay,Loam,Sand",,,,Butterflies,Yes,1.0,Garden,
Elymus trachycaulus,Slender Wheatgrass,Poaceae,Grass,Spring,,1.0,CA Native,"Riparian,Wetland",Sun,"Clay,Loam,Sand",,Moderate,,Butterflies,Yes,1.0,Garden,
Eleocharis palustris,Creeping Spikerush,Cyperaceae,Grass,Summer,White,1.0,SF Native,"Riparian,Wetland",Sun,"Clay,Loam,Sand",,Moderate,,,Yes,1.0,Garden,
Dryopteris expansa,Spreading Wood Fern,Dryopteridaceae,Fern,,,1.0,CA Native,"Riparian,Wetland,Woodland","Part shade,Shade","Clay,Loam",,Low,,,Yes,1.0,Garden,
Delphinium californicum,California Larkspur,Ranunculaceae,Perennial,"Spring,Summer",White,2.0,SF Native,Woodland,Sun,"Clay,Loam,Sand",,,,,Yes,1.0,Garden,
Corymbia citriodora (Eucalyptus citriodora),Lemon-scented Gum,Myrtaceae,Tree (evergreen),"Summer,Fall,Winter",,8.0,Exotic,,Sun,"Clay,Loam,Sand",,Low,"Cover,Nesting",,Yes,1.0,Garden,
Cistus spp.,Rockrose,Cistaceae,Shrub (evergreen),"Spring,Summer","Pink,Purple,White",2.0,Exotic,,"Sun,Part shade","Loam,Sand",,Low,Pollinator,Birds,Yes,1.0,Garden,
Chionanthus retusus,Chinese Fringe Tree,Oleaceae,Tree (deciduous),"Spring,Summer,Fall",White,,Exotic,,Sun,Loam,,Low,"Cover,Fruit,Nesting",,Yes,1.0,Garden,
Chamaemelum nobile,Chamomile,Asteraceae,Perennial,"Summer,Fall",White,1.0,Exotic,,"Sun,Part shade","Clay,Loam,Sand",,Low,,,Yes,1.0,Sidewalk;Garden,
Cerastium arvense,Field Chickweed,Caryophyllaceae,Perennial,Spring,White,1.0,SF Native,"Coastal scrub,Riparian,Wetland,Woodland",Sun,"Clay,Loam,Sand",,,,,Yes,1.0,Garden,
Cephalanthus occidentalis,Buttonbush,Rubiaceae,Shrub (deciduous),Fall,White,3.0,CA Native,,"Sun,Part shade",Loam,,Moderate,"Cover,Nesting,Pollinator",Bees,Yes,1.0,Garden,
Celtis laevigata,Common Hackberry,Cannabaceae,Tree (deciduous),"Spring,Winter",Green,8.0,CA Native,,"Sun,Part shade",Loam,,Low,"Cover,Nesting",Butterflies,Yes,1.0,Garden,
Casuarina cunninghamiana,River She-oak,Casuarinaceae,Tree (deciduous),"Spring,Summer",Brown,8.0,Exotic,,Sun,Sand,,Low,"Cover,Nesting",,Yes,1.0,Garden,
Carex obnupta,Slough Sedge,Cyperaceae,Perennial,Spring,,2.0,SF Native,"Grassland/prairie,Riparian,Wetland","Sun,Part shade","Clay,Loam",,Moderate,,,Yes,1.0,Garden,
Carex densa,Dense Sedge,Cyperaceae,Perennial,"Spring,Summer",,1.0,SF Native,,"Sun,Part shade","Clay,Loam",,Low,,,Yes,1.0,Garden,
Bouteloua gracilis,Blue Grama,Poaceae,Grass,Summer,,0.2,CA Native,,Sun,"Clay,Loam,Sand",,,,Butterflies,Yes,1.0,Garden,
Betula spp.,Birch,Betulaceae,Tree (deciduous),Spring,,8.0,CA Native,,Sun,"Clay,Loam",,Moderate,"Cover,Nesting",,Yes,1.0,Garden,
Betula occidentalis,Water Birch,Betulaceae,Tree (deciduous),Spring,,3.0,CA Native,"Riparian,Wetland,Woodland",Sun,"Clay,Loam",,Moderate,"Cover,Nesting",,Yes,1.0,Garden,
Berberis thunbergii,Japanese Barberry,Berberidaceae,Shrub (deciduous),Spring,Yellow,2.0,Exotic,,"Sun,Part shade","Loam,Sand",,Low,Fruit,,Yes,1.0,Garden,
Berberis aquifolium repens,Creeping Oregon Grape,Berberidaceae,Shrub (evergreen),Spring,Yellow,1.0,CA Native,"Chaparral,Woodland","Sun,Part shade","Clay,Loam",,Low,Fruit,Bees,Yes,1.0,Garden,
Berberis aquifolium,Barberry;mountain Grape,Berberidaceae,Shrub (evergreen),"Spring,Winter",Yellow,2.0,CA Native,Woodland,"Sun,Part shade,Shade","Loam,Sand",,Low,Fruit,Bees,Yes,1.0,Garden,
Baccharis salicifolia,Mule-fat,Asteraceae,Shrub (evergreen),"Spring,Summer,Fall,Winter",White,3.0,CA Native,,Sun,"Clay,Loam,Sand",,Low,"Cover,Nesting",,Yes,1.0,Garden,
Extriplex californica,California Saltbush,Chenopodiaceae,Perennial,Spring,"Pink,Yellow",1.0,SF Native,"Coastal scrub,Riparian,Wetland",Sun,Clay,,Low,,,Yes,1.0,Garden,
Eurybia radulina,Rough-leaved Aster,Asteraceae,Perennial,"Summer,Fall",White,1.0,SF Native,Woodland,Sun,"Clay,Loam,Sand",,Low,,,Yes,1.0,Garden,
Asclepias speciosa,Showy Milkweed,Apocynaceae,Perennial,Summer,"Pink,White",1.0,CA Native,,"Sun,Part shade","Clay,Loam,Sand",,Low,,butterflies;bees,Yes,1.0,Garden,
Arctostaphylos tomentosa crustacea Arctostaphylos 'Emerald Carpet',Lake Merced Brittleleaf Manzanita,Ericaceae,Shrub (evergreen),"Spring,Winter",White,0.2,CA Native,Chaparral,"Sun,Part shade",Loam,,Low,,Hummingbirds,Yes,1.0,Garden,
Alopecurus saccatus,Pacific Foxtail,Poaceae,Grass,Spring,Yellow,1.0,CA Native,"Chaparral,Coastal scrub,Grassland/prairie,Riparian,Wetland,Woodland",Sun,"Clay,Loam",,Low,,,Yes,1.0,Garden,
Agrostis hallii,Hall's Bentgrass,Poaceae,Grass,"Spring,Summer",,1.0,SF Native,Woodland,Sun,"Clay,Loam,Sand",,,,,Yes,1.0,Garden,
Agrostis exarata,Bentgrass,Poaceae,Grass,Spring,White,1.0,SF Native,"Chaparral,Grassland/prairie,Riparian,Wetland,Woodland",Sun,"Clay,Loam,Sand",,Low,,,Yes,1.0,Garden,
Adiantum jordanii,California Maidenhair Fern,Pteridaceae,Fern,,,1.0,SF Native,"Chaparral,Grassland/prairie,Riparian,Wetland,Woodland","Part shade,Shade","Clay,Loam",,Moderate,,,Yes,1.0,Garden,
Banksia integrifolia,Coastal Banksia,Proteaceae,Tree (evergreen),Spring,Yellow,8.0,Exotic,,Sun,"Clay,Sand",,Moderate,"Cover,Nesting",,,,Sidewalk,
Brachychiton populneum,"Kurrajong, Bottle Tree",Sterculiaceae,Tree (evergreen),Summer,"White,Yellow",8.0,Exotic,,Sun,"Clay,Sand",,Moderate,"Cover,Nesting",,,,Sidewalk,
Cassia leptophylla,Gold Medallion Tree,Caesalpiniaceae (~Fabales),Tree (evergreen),Summer,Yellow,8.0,Exotic,,Sun,,,Low,"Cover,Nesting",,,,Sidewalk,
Eucalyptus conferruminata - Eucalyptus Lehmanni,"Spider Gum, Bushy Yate",Myrtaceae,Tree (deciduous),"Spring,Summer",,6.0,Exotic,,,"Loam,Sand",,Low,"Cover,Nesting",,,,Sidewalk,
Magnolia x soulangeana ‘Rustica Rubra’ and other varieties,Saucer Magnolia,Magnoliaceae,Tree (deciduous),"Spring,Summer,Fall","Pink,White",6.0,Exotic,,"Sun,Shade",Clay,,Moderate,"Cover,Nesting",,,,Sidewalk,
Pittosporum eugenioides,"Lemonwood, Tarata",Pittosporaceae,Shrub (evergreen),Spring,Yellow,8.0,Exotic,,"Sun,Shade",,,Low,"Cover,Nesting",,,,Sidewalk,
Pittosporum rhombifolium (Auranticarpa rhombifolia),Diamond Leaf Pittosporum,Pittosporaceae,Tree (evergreen),"Spring,Summer",White,8.0,Exotic,,"Sun,Shade",,,Moderate,"Cover,Nesting",,,,Sidewalk,
Platanus x acerifolia ‘Liberty’,London Plane Tree,Platanaceae,Tree (deciduous),,,8.0,Exotic,,Sun,,,Moderate,"Cover,Nesting",,,,Sidewalk,
Quercus frainetto ‘Forest Green’,Hungarian Oak,Fagaceae,Tree (deciduous),Spring,,8.0,Exotic,,Sun,Clay,,Low,"Cover,Nesting",,,,Sidewalk,
Quercus ilex,Holly Oak,Fagaceae,Tree (evergreen),"Spring,Summer",,8.0,Exotic,,,"Loam,Sand",,Low,"Cover,Nesting,Pollinator",Butterflies;Birds,,,Sidewalk,
Quercus phellos,Willow Oak,Fagaceae,Tree (deciduous),"Spring,Summer",Yellow,8.0,Exotic,,Sun,"Clay,Loam",,Moderate,"Cover,Nesting",,,,Sidewalk,
Quercus tomentella,Island Live Oak,Fagaceae,Tree (evergreen),"Spring,Summer",,8.0,CA Native,,"Sun,Shade","Loam,Sand",,Low,"Cover,Nesting,Pollinator",Butterflies;Birds,,,Sidewalk,
Quercus virginiana,Virginia Live Oak,Fagaceae,Tree (evergreen),Spring,,8.0,Exotic,,,"Clay,Loam,Sand",,Low,"Cover,Nesting",,,,Sidewalk,
Quillaja saponaria,Soapbark Tree,Rosaceae,Tree (evergreen),Summer,White,8.0,Exotic,,Sun,,,Low,"Buds/greens,Cover,Nesting",Insects,,,Sidewalk,
Ulmus japonica x wilsoniana ‘Accolade’,Accolade Elm,Ulmaecae,Tree (deciduous),Spring,Green,8.0,Exotic,,Sun,"Clay,Loam,Sand",,Low,"Buds/greens,Cover,Nesting,Pollinator",Birds,,,Sidewalk,
Ulmus parvifolia x carpinifolia ‘Frontier’,Frontier Hybrid Elm,Ulmaceae,Tree (deciduous),Fall,,8.0,Exotic,,Sun,,,Moderate,"Buds/greens,Cover,Nesting",,,,Sidewalk,
Hebe spp.,Hebe,Scrophulariaceae,Shrub (evergreen),,Red,1.0,Exotic,,"Sun,Part shade",,,Low,Pollinator,Birds;Bees,,,Garden,
Helianthemum nummularium,Sunrose,Cistaceae,Shrub (evergreen),,Yellow,1.0,Exotic,,Sun,,,Low,Pollinator,Birds;Bees,,,Garden,
Ilex vomitoria,Yaupon,Aquifoliaceae,Shrub (evergreen),Spring,White,3.0,Exotic,,"Sun,Part shade","Clay,Loam,Sand",,Low,"Cover,Nesting,Pollinator",Birds; Butterflies,,,Garden,
Lantana montevidensis,Trailing Lantana,Verbenaceae (Vervains),Shrub (evergreen),"Spring,Summer,Fall,Winter",Purple,2.0,Exotic,,Sun,,,Low,Pollinator,Birds;Bees;Butterflies,,,Sidewalk;Garden,
Larrea tridentata,Creosote Bush,Zygophyllaceae,Shrub (evergreen),"Spring,Summer,Fall,Winter",Yellow,2.0,CA Native,,Sun,Many,,,,,,,Garden,
Lavatera  assurgentiflora,Tree Mallow,Malvaceae,Shrub (evergreen),"Spring,Summer,Fall",Red,3.0,CA Native,Coastal scrub,Sun,"Loam,Sand",,,"Cover,Nesting,Pollinator",Birds;Butterflies,,,Garden,
Leonotis leonurus,Lion's Tail,Lamiaceae,Shrub (evergreen),"Spring,Summer,Fall,Winter",Orange,6.0,Exotic,,Sun,,,Low,"Cover,Nesting,Pollinator",Birds;Bees,,,Sidewalk;Garden,
Viguiera parishii,Desert Goldeneye,Asteraceae,Perennial,"Spring,Summer",Yellow,1.0,CA Native,,Sun,"Loam,Sand",,,,,,,Garden,
Leucophyllum spp.,Texas Ranger,Scrophulariaceae,Shrub (evergreen),"Summer,Fall",Purple,2.0,Exotic,,Sun,,,Low,Pollinator,Birds;Bees,,,Sidewalk;Garden,
Leucospermum spp.          ,Pincushion Plant,Proteaceae,Shrub (evergreen),"Spring,Winter","Orange,Pink,Red",2.0,Exotic,,Sun,,,Low,,,,,Garden,
Lupinus spp.,Lupine,Fabaceae,Shrub (evergreen),,,,CA Native,,Sun,,,,Pollinator,Birds;Bees,,,Garden,
Lupinus argenteus,Silvery Lupine,Fabaceae,Shrub (evergreen),Summer,Blue,,CA Native,,Sun,"Loam,Sand",,,Pollinator,Birds;Bees;Butterflies,,,Garden,
Melianthus major,Honey Bush,Melianthaceae,Shrub (evergreen),"Spring,Winter",Magenta,3.0,Exotic,,Part shade,,,Low,"Cover,Nesting",,,,Garden,
Nandina domestica,Heavenly Bamboo,Berberidaceae,Shrub (evergreen),"Spring,Summer","Pink,White",2.0,Exotic,,Part shade,,,Low,,,,,Sidewalk;Garden,
Polygala fruticosa ‘petite butterflies',Sweet Pea Shrub,Polygalaceae,Shrub (evergreen),"Spring,Summer,Fall,Winter",Purple,1.0,Exotic,,"Sun,Part shade",,,Low,,,,,Garden,
Prunus lusitanica,Portugal Laurel,Rosaceae,Tree (evergreen),,,6.0,Exotic,,Sun,,,Low,"Cover,Nesting,Pollinator",Birds;Bees;Butterflies,,,Garden,
Punica granatum 'nana',Dwarf Pomegranate,Lythraceae,Shrub (evergreen),"Spring,Summer,Fall,Winter","Orange,Red",2.0,Exotic,,Sun,,,Low,,,,,Garden,
Rhaphiolepis indica,Indian Hawthorne,Rosaceae,Shrub (evergreen),Spring,White,2.0,Exotic,,Sun,,,Low,,,,,Garden,
Rhus integrifolia,Lemonade Berry,Anacardiaceae,Shrub (evergreen),Spring,White,3.0,CA Native,"Chaparral,Coastal scrub,Dunes",Sun,"Loam,Sand",,,"Cover,Nesting,Pollinator",Birds,,,Garden,
Ribes malvaceum,Chaparral Currant,Grossulariaceae,Shrub (evergreen),"Spring,Winter",Pink,2.0,SF Native,"Chaparral,Woodland","Sun,Part shade","Loam,Sand",,,Pollinator,Birds;Bees;Butterflies,,,Garden,
Sarcococca hookeriana humilis,Sweet Sarcococca,Buxaceae,Shrub (evergreen),Spring,White,2.0,Exotic,,"Part shade,Shade",,,Low,,,,,Sidewalk;Garden,
Teucrium fruticans,Bush Germander,Lamiaceae ,Shrub (evergreen),"Summer,Fall",Indigo,2.0,Exotic,,Sun,,,Low,Pollinator,Bees,,,Sidewalk;Garden,
Trichostema lanatum,Woolly Blue Curls,Lamiaceae,Shrub (evergreen),"Spring,Summer",Indigo,2.0,CA Native,Chaparral,Sun,"Loam,Sand",,,Pollinator,Birds;Bees,,,Garden,
Vitex agnus-castus,Chaste Tree,Verbenaceae,Shrub (evergreen),"Spring,Summer",Purple,3.0,Exotic,,Sun,,,Low,"Cover,Nesting,Pollinator",Birds,,,Garden,
Westringia fruticosa,Coast Rosemary,Lamiaceae,Shrub (evergreen),"Spring,Summer,Fall,Winter",White,3.0,Exotic,,Sun,,,Low,"Cover,Nesting",,,,Sidewalk;Garden,
Achillea spp.,Yarrow,Asteraceae,Perennial,,,,Exotic,,Sun,,,Low,Pollinator,Birds,,,Sidewalk;Garden,
Anigozanthos spp.,Kangaroo Paw,Haemodoraceae,Perennial,,,1.0,Exotic,,Sun,,,Low,Pollinator,Birds,,,Garden,
Arum italicum,Italian Arum,Araceae,Perennial,"Spring,Summer",White,0.2,Exotic,,"Part shade,Shade","Loam,Sand",,,,,,,Garden,
Ballota pseudodictamnus,Grecian Horehound,Lamiaceae,Perennial,Summer,White,1.0,Exotic,,Sun,,,,,,,,Garden,
Beaucarnea recurvata,Ponytail Palm,Arecaceae,Perennial,"Spring,Summer",White,3.0,Exotic,,Sun,"Clay,Loam,Sand",,,"Cover,Nesting",,,,Garden,
Brodiaea spp.,Brodiaea,Themidaceae,Perennial,,,1.0,CA Native,,Sun,Rock,,,,,,,Sidewalk;Garden,
Calandrinia spectabilis,Rock Purslane,Portulacaceae,Succulent,"Spring,Summer",Purple,1.0,Exotic,,"Sun,Part shade",,,Low,Pollinator,Birds,,,Garden,
Erigeron spp.,Seaside Daisy,Asteraceae,Perennial,,,1.0,Exotic,,Sun,,,Low,,,,,Garden,
Dymondia margaretae,Dymondia,Asteraceae,Perennial,Summer,Yellow,0.2,Exotic,,"Sun,Part shade","Loam,Sand",,Low,,,,,Sidewalk;Garden,
Erigeron karvinskianus,Latin American Fleabane,Asteraceae,Perennial,"Spring,Summer",White,,Exotic,,Sun,"Loam,Sand",,Low,Pollinator,Birds;Bees,,,Sidewalk;Garden,
Geranium incanum,Carpet Geranium,Geraniaceae,Perennial,"Spring,Summer",Purple,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,Low,,,,,Garden,
Helleborus argutifolius,Corsican Hellebore,Ranunculaceae,Perennial,"Spring,Fall",Yellow,1.0,Exotic,,Part shade,"Loam,Sand",,Low,,,,,Garden,
Iberis sempervirens,Evergreen Candy Tuft,Brassicaceae,Perennial,Spring,White,1.0,Exotic,,"Sun,Part shade",,,Low,Pollinator,Butterflies; Birds,,,Garden,
Kniphofia uvaria,Red Hot Poker,Asphodelaceae,Perennial,"Spring,Summer,Winter",Red,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,Low,Pollinator,Birds,,,Garden,
Lessingia filaginifolia,California Aster,Asteraceae,Perennial,"Summer,Fall",Purple,1.0,SF Native,"Coastal scrub,Dunes",Sun,"Loam,Sand",,,Pollinator,Birds;butterflies,,,Sidewalk;Garden,
Libertia peregrinans,Orange Libertia,Iridaceae,Perennial,Spring,White,1.0,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Limonium perezii            ,Sea Lavender,Plumbaginaceae,Perennial,Summer,Purple,1.0,Exotic,,Sun,"Loam,Sand",,Low,,Bees,,,Sidewalk;Garden,
Lobelia laxiflora,Mexican Lobelia,Lobelioideae,Perennial,Summer,"Red,Yellow",2.0,Exotic,,"Sun,Part shade","Clay,Loam,Sand",,Low,Pollinator,Birds,,,Sidewalk;Garden,
Lomandra Longifolia ‘Breeze’,Lomondra,Asparagaceae,Grass,Summer,Yellow,1.0,Exotic,,"Sun,Part shade",,,Low,,,,,Garden,
Lotus berthelotii,Parrot's Beak,Fabaceae,Perennial,Summer,Red,1.0,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Monardella macrantha,Red Monardella,Lamiaceae,Perennial,"Summer,Fall",Red,,CA Native,Chaparral,Sun,"Loam,Sand",,,Pollinator,Butterflies;birds;bees,,,Garden,
Nepeta x faassenii,Catmint,Lamiaceae,Perennial,"Summer,Fall","Blue,Purple",1.0,Exotic,,"Sun,Part shade",,,Low,Pollinator,Bees,,,Garden,
Oenothera speciosa,Mexican Evening Primrose,Onagraceae,Perennial,"Summer,Fall","Pink,Purple",1.0,Exotic,,"Sun,Part shade","Loam,Sand",,Low,Pollinator,Bees,,,Garden,
Osteospermum fruitcosum,African Daisy,Asteraceae,Perennial,Summer,"Magenta,Pink,White",1.0,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,
Penstemon spp.,Penstemon,Scrophulariaceae,Perennial,,,1.0,Exotic,,"Sun,Part shade",,,Low,Pollinator,Birds,,,Garden,
Penstemon pinifolius,Pineneedle Beardtongue,Scrophulariaceae,Perennial,"Spring,Summer",Orange,1.0,Exotic,,Part shade,"Loam,Sand",,Low,Pollinator,Birds;butterflies,,,Garden,
Perovskia atriplicifolia,Russian Sage,Lamiaceae,Perennial,"Summer,Fall",Blue,1.0,Exotic,,Sun,"Loam,Sand",,Low,Pollinator,Birds,,,Garden,
Phormium tenax,New Zealand Flax,Phormiaceae,Perennial,Spring,"Orange,Red",2.0,Exotic,,Sun,,,Low,,,,,Garden,
Puya spp.,Puya,Bromeliaceae,Perennial,,,3.0,Exotic,,Sun,,,,"Cover,Nesting",,,,Garden,
Romneya coulteri,Matilija Poppy,Papaveraceae,Perennial,"Spring,Summer",White,3.0,CA Native,,Sun,"Loam,Sand",,,"Cover,Nesting",,,,Sidewalk;Garden,
Salvia  spp.,Salvia,Lamiaceae,Perennial,,,2.0,Exotic,,Sun,,,,Pollinator,Birds,,,Garden,
Sphaeralcea ambigua,Globe Mallow,Malvaceae,Perennial,Spring,Orange,1.0,CA Native,,Sun,"Loam,Sand",,,Pollinator,Birds;bees;butterflies,,,Garden,
Tanacetum parthenium,Feverfew,Asteraceae,Perennial,Summer,White,1.0,Exotic,,Sun,"Loam,Sand",,Low,,,,,Garden,
Aeonium spp.,Canary Island Rose,Crassulaceae,Shrub (evergreen),,,1.0,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Agave spp.,Agave,Agavaceae,Shrub (evergreen),,,,CA Native,,"Sun,Part shade",,,,,,,,Garden,
Aloe spp.,Aloe,Aloeaceae,Shrub (evergreen),,,,Exotic,,"Sun,Part shade",,,Low,Pollinator,Birds,,,Garden,
Blechnum spicant,Deer Fern,Blechnaceae,Fern,,,1.0,CA Native,,"Part shade,Shade","Loam,Sand",,Low,,,,,Garden,
Bulbine frutescens,Stalked Bulbine,Asphodelaceae,Shrub (evergreen),"Spring,Summer",Yellow,1.0,Exotic,,Part shade,,,Low,,,,,Garden,
Bougainvillea spp.,Bougainvillea,Nyctaginaceae,Vine,,,6.0,Exotic,,Sun,,,Low,"Cover,Nesting",,,,Garden,
Calystegia macrostegia,California Morning Glory,Convolvulacea,Vine,"Spring,Summer",,6.0,CA Native,"Chaparral,Coastal scrub",Sun,"Loam,Sand",,,"Cover,Nesting",,,,Garden,
Chamaerops humilis,Mediterranean Fan Palm ,Arecaceae,Palm,,Yellow,6.0,Exotic,,"Sun,Part shade",,,Low,"Cover,Nesting",,,,Garden,
Clematis spp.,Clematis,Ranunculaceae,Vine,,,3.0,Exotic,,Sun,,,Low,"Cover,Nesting,Pollinator",Birds,,,Garden,
Cotyledon orbiculata      ,"Cotyledon, Pigs Ears",Crassulaceae,Succulent,Summer,Orange,1.0,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Delosperma cooperi,Cooper's Ice Plant,Aizoaceae,Shrub (evergreen),"Summer,Fall",Magenta,1.0,Exotic,,"Sun,Part shade",Sand,,Low,Cover,,,,Sidewalk;Garden,
Echeveria elegans,Hens And Chicks,Crassulaceae,Succulent,"Spring,Summer",Pink,0.2,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Graptopetalum paraguayense,Ghost Plant,Crassulaceae,Succulent,Spring,White,0.2,Exotic,,"Sun,Part shade",,,,,,,,Garden,
Gomphrena globosa,Globe Amaranth,Amaranthaceae,Annual,"Summer,Fall",Magenta,1.0,Exotic,,"Sun,Part shade","Clay,Loam,Sand",,Low,,Butterflies,,,Garden,
Helicotrichon sempervirons,Blue Oat Grass,Poaceae,Grass,Summer,"Blue,Brown",1.0,Exotic,,Sun,,,Low,Cover,,,,Garden,
Lampranthus spectabilis,Trailing Ice Plant,Aizoaceae,Shrub (evergreen),"Spring,Summer","Magenta,Pink,Purple",1.0,Exotic,,Sun,,,Low,,,,,Garden,
Elymus condensatus,Giant Wild Rye,Poaceae,Grass,Summer,White,3.0,SF Native,,"Sun,Part shade","Clay,Loam",,,"Cover,Nesting",,,,Garden;Roof,
Rhodocoma arida,Rhodocoma,Restionaceae,Grass,"Fall,Winter",,2.0,Exotic,,"Sun,Part shade",,,Low,,,,,Garden,
Rosa banksiae,Lady Banks Rose,Rosaceae,Vine,Spring,Yellow,6.0,Exotic,,Sun,,,Low,"Cover,Nesting,Pollinator",Birds,,,Garden,
Sedum spp.,Stonecrop,Crassulaceae,Shrub (evergreen),,,,CA Native,,"Sun,Part shade",,,Low,,,,,Garden,
Senecio spp.,Blue Chalk Stalks,Asteraceae,Shrub (evergreen),,,1.0,Exotic,,"Sun,Part shade",,,Low,,,,,Garden,
Yucca spp.,Bright Star Yucca,Agavaceae,Shrub (evergreen),,"White,Yellow",,CA Native,,Sun,,,,,,,,Garden,
Ribes spp.,Red Flowering Currant,Grossulariaceae,Shrub (evergreen),,"Pink,Purple,Red,White,Yellow",3.0,CA Native,,"Sun,Part shade",,,Low,"Cover,Nesting,Pollinator",Birds,,,Garden,
Eriogonum spp.,California Buckwheat,Polygonaceae,Perennial,,"Pink,Purple,White,Yellow",2.0,CA Native,,Sun,,,,Pollinator,Birds,,,Sidewalk;Garden,
Achillea clavennae,Silver Yarrow,Asteraceae,Perennial,"Summer,Fall",White,0.2,Exotic,,Sun,,,Low,Pollinator,Butterflies;bees;birds,,,Sidewalk;Garden,
Aeonium arboreum varieties,Tree Aenium,Crassulaceae,Succulent,Summer,Yellow,1.0,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Aeonium decorum varieties,Green Pinwheel,Crassulaceae,Succulent,Summer,Pink,0.2,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Agapanthus hybrids,Lily-of-the-nile,Liliaceae,Perennial,"Summer,Fall",Blue,1.0,Exotic,,"Sun,Part shade","Clay,Loam,Sand",,Low,Pollinator,Butterflies;Bees,,,Sidewalk;Garden,
Agave bracteosa 'Mediopicta Alba',Mediopicta Alba Squid,Agavaceae,Succulent,,"Green,Yellow",1.0,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,
Agave attenuata 'Nova',Nova,Agavaceae,Succulent,,"Green,Yellow",1.0,Exotic,,"Sun,Part shade,Shade",,,Low,,,,,Sidewalk;Garden,
Aloe 'Johnson's hybrid',Johnson's Hybrid,Aloeaceae,Succulent,"Spring,Summer,Fall,Winter",Orange,0.2,Exotic,,"Sun,Part shade","Loam,Sand",,Low,,,,,Sidewalk;Garden,
Anemone x hybrida,Japanese Anemon,Ranunculaceae,Perennial,"Summer,Fall",Pink,0.2,Exotic,,"Sun,Part shade",,,Low,Pollinator,Bees,,,Sidewalk;Garden,
Anigozanthos hybrids,Kangaroo Paw,Haemodoraceae,Perennial,,"Orange,Red,Yellow",1.0,Exotic,,Sun,Sand,,Low,,,,,Sidewalk;Garden,
Arctostaphylos uva ursi 'Radiant',Radiant Bearberry,Ericaceae,Shrub (evergreen),"Spring,Winter",Pink,0.2,CA Native,,"Sun,Part shade",Many,,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Artemisia 'Powis Castle',Silver Sage,Asteraceae,Perennial,,Yellow,1.0,Exotic,,Sun,,,Low,Pollinator,Butterflies;Bees,,,Sidewalk;Garden,
Artemisia pycnocephala 'David's Choice ',Sandhill Sage,Asteraceae,Perennial,"Spring,Summer",Yellow,1.0,CA Native,,Sun,,,,,,,,Sidewalk;Garden,
Bouteloua dactyloides,Buffalo Grass,Poaceae,Perennial,Spring,Brown,0.2,Exotic,,Sun,"Clay,Loam",,Low,,,,,Sidewalk;Garden,
Calamagrostis foliosa,Cape Mendicino Reed Grass,Poaceae,Perennial,"Summer,Fall",,1.0,CA Native,"Coastal scrub,Woodland",Sun,"Loam,Sand",,Low,,,,,Sidewalk;Garden,
Carex buchananii,Leather Leaf Sedge,Cyperaceae,Shrub (evergreen),Summer,Brown,1.0,Exotic,,"Sun,Part shade",,,Moderate,Pollinator,Butterflies,,,Sidewalk;Garden,
Carex texensis,Catlin Sedge,Cyperaceae,Shrub (evergreen),Summer,Green,0.2,Exotic,,"Part shade,Shade",,,Low,,,,,Sidewalk;Garden,
